Record_ID,Year,Month,village_name,problem_type,severity,affected_families,ngo_name,ngo_work
F14_REC00123,2016,Jan,"Howrah, West Bengal",TB Burden,High,112,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00124,2015,May,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak,High,148,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00125,2016,Aug,"Varanasi, Uttar Pradesh",Malaria Outbreak,Low,94,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00126,2015,Aug,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak,High,152,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00127,2014,May,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries,High,172,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00128,2015,Sep,"Vadodara, Gujarat",TB Burden | Low ANC Coverage,High,106,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00129,2016,Sep,"Mumbai, Maharashtra",Malaria Outbreak | TB Burden,Low,152,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00130,2014,Mar,"Gaya, Bihar",TB Burden | ASHA Worker Shortage,High,118,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00131,2015,Jan,"Chennai, Tamil Nadu",TB Burden | Low Institutional Deliveries,High,103,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00132,2014,Mar,"Pune, Maharashtra",TB Burden,Medium,101,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00133,2014,May,"Howrah, West Bengal",Malaria Outbreak | TB Burden,High,112,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00134,2014,May,"Chennai, Tamil Nadu",Malaria Outbreak,Low,92,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00135,2014,Aug,"Surat, Gujarat",TB Burden,Low,92,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00136,2016,Aug,"Mysuru, Karnataka",Low Institutional Deliveries,High,62,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00137,2014,Jul,"Vadodara, Gujarat",General Health Monitoring,High,88,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00138,2014,May,"Agra, Uttar Pradesh",Malaria Outbreak | Low Immunization | Low ANC Coverage | ASHA Worker Shortage,Medium,122,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00139,2015,May,"Mysuru, Karnataka",Malaria Outbreak | ASHA Worker Shortage,Low,154,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00140,2014,Feb,"Patna, Bihar",Dengue Outbreak | Low ANC Coverage | Low Institutional Deliveries,Low,150,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00141,2014,May,"Patna, Bihar",Dengue Outbreak,Low,76,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00142,2015,Jan,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,High,154,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00143,2014,Aug,"Hubli, Karnataka",Malaria Outbreak | Dengue Outbreak,Medium,166,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00144,2015,Apr,"Chennai, Tamil Nadu",General Health Monitoring,Medium,76,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00145,2016,Sep,"Patna, Bihar",Malaria Outbreak | TB Burden,Low,134,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00146,2014,Jun,"Patna, Bihar",Malaria Outbreak | Low ANC Coverage,Low,116,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00147,2015,Jul,"Pune, Maharashtra",Malaria Outbreak,Low,136,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00148,2016,Mar,"Madurai, Tamil Nadu",General Health Monitoring,Medium,12,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00149,2014,Jul,"Agra, Uttar Pradesh",Malaria Outbreak,High,134,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00150,2016,Jul,"Vadodara, Gujarat",TB Burden,Medium,106,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00151,2014,Sep,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,190,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00152,2015,Aug,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,High,165,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00153,2014,Feb,"Coimbatore, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,178,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00154,2015,Jun,"Pune, Maharashtra",Malaria Outbreak | ASHA Worker Shortage,Medium,73,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00155,2016,Mar,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,Medium,188,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00156,2016,Feb,"Siliguri, West Bengal",TB Burden | Low ANC Coverage,High,110,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00157,2014,Mar,"Chennai, Tamil Nadu",Dengue Outbreak,High,118,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00158,2015,Apr,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,163,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00159,2016,Jul,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,190,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00160,2015,Sep,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries,Medium,197,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00161,2014,Aug,"Patna, Bihar",Malaria Outbreak,Medium,140,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00162,2016,Sep,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden | Low Immunization,High,170,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00163,2016,May,"Nagpur, Maharashtra",Dengue Outbreak | TB Burden,Low,117,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00164,2014,Jan,"Lucknow, Uttar Pradesh",Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,118,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00165,2016,Jan,"Patna, Bihar",ASHA Worker Shortage,Low,69,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00166,2014,Jul,"Agra, Uttar Pradesh",Malaria Outbreak,Medium,150,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00167,2014,May,"Vadodara, Gujarat",Malaria Outbreak,Medium,127,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00168,2015,Sep,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,140,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00169,2014,Sep,"Chennai, Tamil Nadu",Dengue Outbreak,High,120,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00170,2015,Jan,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | Low ANC Coverage,Medium,174,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00171,2014,Sep,"Madurai, Tamil Nadu",General Health Monitoring,High,39,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00172,2014,Jul,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,Medium,142,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00173,2016,Mar,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden,High,130,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00174,2016,Apr,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden,Medium,144,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00175,2015,Jan,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,High,165,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00176,2015,Jul,"Muzaffarpur, Bihar",TB Burden,Medium,118,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00177,2016,Mar,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,189,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00178,2014,Mar,"Agra, Uttar Pradesh",Low ANC Coverage,Medium,73,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00179,2016,Jun,"Hubli, Karnataka",Malaria Outbreak,Low,73,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00180,2016,Aug,"Mysuru, Karnataka",Malaria Outbreak | TB Burden,Medium,176,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00181,2015,Jun,"Gaya, Bihar",Malaria Outbreak | TB Burden,Medium,151,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00182,2014,Feb,"Kolkata, West Bengal",Dengue Outbreak | TB Burden,High,153,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F14_REC00183,2015,Mar,"Hubli, Karnataka",Dengue Outbreak | TB Burden | ASHA Worker Shortage,High,176,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F14_REC00184,2014,Apr,"Surat, Gujarat",Malaria Outbreak,Low,100,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F14_REC00185,2014,May,"Agra, Uttar Pradesh",Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,High,98,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00186,2016,Sep,"Mumbai, Maharashtra",Dengue Outbreak | Low Immunization,Medium,91,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00187,2015,Apr,"Varanasi, Uttar Pradesh",Dengue Outbreak,Medium,109,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00188,2014,Apr,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization | ASHA Worker Shortage,High,218,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00189,2016,Jul,"Patna, Bihar",Malaria Outbreak | TB Burden,Medium,162,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00190,2014,Sep,"Kolkata, West Bengal",Malaria Outbreak | TB Burden | Low Immunization | Low ANC Coverage,Medium,89,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00191,2016,Aug,"Vadodara, Gujarat",Malaria Outbreak,Medium,94,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00192,2015,Sep,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries | ASHA Worker Shortage,Low,143,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F14_REC00193,2015,Sep,"Ahmedabad, Gujarat",TB Burden | Low ANC Coverage,Medium,102,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00194,2016,Aug,"Pune, Maharashtra",TB Burden | Low Immunization,Low,128,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F14_REC00195,2014,Jun,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,158,HMIS,"Health data reporting, facility monitoring, program evaluation"
F14_REC00196,2015,Mar,"Surat, Gujarat",Malaria Outbreak | TB Burden,High,167,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00197,2015,Apr,"Kolkata, West Bengal",General Health Monitoring,Medium,50,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F14_REC00198,2016,Jan,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,Low,162,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F14_REC00199,2016,Jun,"Ahmedabad, Gujarat",TB Burden,Medium,79,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00000,2017,Sep,"Nagpur, Maharashtra",Malaria Outbreak,Low,120,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00001,2016,Sep,"Madurai, Tamil Nadu",Malaria Outbreak | Low Immunization,High,100,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00002,2018,Jul,"Mysuru, Karnataka",Malaria Outbreak | ASHA Worker Shortage,High,136,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00003,2017,Aug,"Chennai, Tamil Nadu",General Health Monitoring,Low,87,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00004,2018,Apr,"Nagpur, Maharashtra",General Health Monitoring,Low,55,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00005,2016,Jan,"Lucknow, Uttar Pradesh",General Health Monitoring,Low,77,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00006,2017,Jul,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak,Low,135,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00007,2016,Jul,"Pune, Maharashtra",Dengue Outbreak | Low Immunization | ASHA Worker Shortage,Low,131,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00008,2017,Jan,"Hubli, Karnataka",Malaria Outbreak | TB Burden,Low,133,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00009,2017,Sep,"Ahmedabad, Gujarat",Low ANC Coverage | ASHA Worker Shortage,Medium,21,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00010,2017,Jan,"Kolkata, West Bengal",Dengue Outbreak | TB Burden,Medium,119,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00011,2018,Sep,"Vadodara, Gujarat",TB Burden,High,80,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00012,2016,Jun,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak,Medium,149,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00013,2016,Jan,"Nagpur, Maharashtra",Malaria Outbreak | Dengue Outbreak,Low,125,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00014,2017,May,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Low,144,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00015,2017,Aug,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,170,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00016,2016,Apr,"Kolkata, West Bengal",Malaria Outbreak,Medium,175,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00017,2018,Aug,"Surat, Gujarat",Malaria Outbreak | ASHA Worker Shortage,Medium,178,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00018,2016,Jun,"Surat, Gujarat",Malaria Outbreak,Low,125,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00019,2017,Jul,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Medium,155,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00020,2017,Jan,"Patna, Bihar",Malaria Outbreak | Low Immunization,Low,140,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00021,2017,Sep,"Vadodara, Gujarat",Malaria Outbreak | Low Institutional Deliveries,High,149,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00022,2018,Aug,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,204,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00023,2018,May,"Mysuru, Karnataka",Malaria Outbreak | TB Burden,Medium,167,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00024,2017,Feb,"Agra, Uttar Pradesh",Malaria Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,High,142,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00025,2016,Jun,"Mumbai, Maharashtra",Malaria Outbreak | Low Immunization,High,102,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00026,2016,Jul,"Hubli, Karnataka",ASHA Worker Shortage,High,98,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00027,2016,Jan,"Patna, Bihar",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Low,200,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00028,2016,Aug,"Madurai, Tamil Nadu",Low Immunization,Medium,80,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00029,2017,Feb,"Gaya, Bihar",Dengue Outbreak | TB Burden,Low,143,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00030,2016,Aug,"Nagpur, Maharashtra",Dengue Outbreak | Low ANC Coverage,High,88,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00031,2018,Sep,"Chennai, Tamil Nadu",Dengue Outbreak | Low Institutional Deliveries | ASHA Worker Shortage,Medium,135,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00032,2018,Mar,"Howrah, West Bengal",TB Burden,Low,106,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00033,2017,Mar,"Varanasi, Uttar Pradesh",TB Burden | ASHA Worker Shortage,Low,91,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00034,2016,Jun,"Chennai, Tamil Nadu",Malaria Outbreak | Low Institutional Deliveries,High,139,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00035,2016,Jan,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,215,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00036,2018,Sep,"Mysuru, Karnataka",Malaria Outbreak | TB Burden,Low,145,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00037,2016,Aug,"Nagpur, Maharashtra",TB Burden | ASHA Worker Shortage,High,113,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00038,2017,Jun,"Mumbai, Maharashtra",Malaria Outbreak | Dengue Outbreak | Low Immunization,Low,189,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00039,2018,Feb,"Kolkata, West Bengal",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Medium,118,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00040,2016,Feb,"Mumbai, Maharashtra",Malaria Outbreak | Dengue Outbreak | Low Immunization,High,138,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00041,2017,Jul,"Gaya, Bihar",Malaria Outbreak | TB Burden | Low Institutional Deliveries,Low,162,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00042,2018,Jul,"Surat, Gujarat",Malaria Outbreak | TB Burden | ASHA Worker Shortage,High,148,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00043,2018,Jul,"Mysuru, Karnataka",Malaria Outbreak | TB Burden | Low ANC Coverage,High,144,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00044,2017,Apr,"Surat, Gujarat",General Health Monitoring,Medium,68,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00045,2017,Apr,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak | Low Immunization,Medium,162,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00046,2017,Feb,"Lucknow, Uttar Pradesh",Malaria Outbreak | TB Burden,High,155,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00047,2017,Mar,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden | Low Institutional Deliveries | ASHA Worker Shortage,Low,132,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00048,2016,Sep,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,230,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00049,2016,Apr,"Siliguri, West Bengal",Dengue Outbreak,High,124,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00050,2016,Jul,"Vadodara, Gujarat",Malaria Outbreak,Medium,149,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00051,2018,Jul,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,Medium,177,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00052,2016,Mar,"Bengaluru, Karnataka",TB Burden,High,93,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00053,2017,May,"Hubli, Karnataka",Malaria Outbreak | Low ANC Coverage | ASHA Worker Shortage,Low,103,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00054,2018,Jul,"Gaya, Bihar",TB Burden,High,81,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00055,2016,Aug,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Medium,221,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00056,2018,Jun,"Siliguri, West Bengal",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Low,148,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00057,2018,Sep,"Madurai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries,High,234,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00058,2016,Sep,"Lucknow, Uttar Pradesh",Malaria Outbreak | ASHA Worker Shortage,Low,137,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00059,2016,Aug,"Hubli, Karnataka",Malaria Outbreak | Dengue Outbreak,Low,146,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00060,2017,Jan,"Pune, Maharashtra",Malaria Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,Medium,172,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00061,2017,Apr,"Howrah, West Bengal",Malaria Outbreak | TB Burden | Low Immunization,Medium,120,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00062,2018,Mar,"Patna, Bihar",TB Burden,High,95,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00063,2017,Aug,"Chennai, Tamil Nadu",Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,127,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00064,2017,Jul,"Bengaluru, Karnataka",TB Burden | Low Institutional Deliveries,Low,111,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00065,2017,May,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,190,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00066,2016,Feb,"Siliguri, West Bengal",Malaria Outbreak | Low Institutional Deliveries,Low,167,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00067,2018,Mar,"Chennai, Tamil Nadu",Malaria Outbreak | ASHA Worker Shortage,High,131,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00068,2017,Apr,"Kolkata, West Bengal",Malaria Outbreak | TB Burden,High,116,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00069,2017,Jun,"Siliguri, West Bengal",Malaria Outbreak,Medium,116,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F15_REC00070,2016,Feb,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden,High,196,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00071,2017,Apr,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | Low Immunization | Low ANC Coverage | ASHA Worker Shortage,Low,156,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00072,2018,May,"Surat, Gujarat",Malaria Outbreak | TB Burden | Low Institutional Deliveries,Medium,144,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00073,2016,Jun,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization | ASHA Worker Shortage,Medium,198,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00074,2017,Jan,"Siliguri, West Bengal",Malaria Outbreak | TB Burden,Low,160,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F15_REC00075,2017,Feb,"Chennai, Tamil Nadu",Dengue Outbreak | TB Burden,Low,123,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F15_REC00076,2016,Jun,"Mumbai, Maharashtra",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,201,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00077,2017,Jul,"Madurai, Tamil Nadu",Dengue Outbreak,High,93,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00078,2017,May,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization,Low,177,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00079,2017,Mar,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,High,192,HMIS,"Health data reporting, facility monitoring, program evaluation"
F15_REC00080,2016,Jun,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,200,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F15_REC00081,2016,Mar,"Patna, Bihar",Malaria Outbreak | Dengue Outbreak,Low,195,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F15_REC00082,2017,Jan,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage,Low,181,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F15_REC00083,2018,Jul,"Hubli, Karnataka",Malaria Outbreak | Dengue Outbreak,High,178,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F15_REC00084,2018,Apr,"Bengaluru, Karnataka",Dengue Outbreak | TB Burden | Low Immunization | ASHA Worker Shortage,High,142,HMIS,"Health data reporting, facility monitoring, program evaluation"
